date,day,treatment,tank,thicket ,wound,sample,id,location,F,M,Y,E,Fv/Fm,notes
2025-06-13 00:00:00,9.0,28.0,12.0,a,yes,gene/physio,177.0,top,299.0,733.0,592.0,4.1,=L424/100
2025-06-13 00:00:00,9.0,28.0,12.0,a,yes,gene/physio,177.0,bottom,424.0,1219.0,652.0,3.4,=L425/100
2025-06-13 00:00:00,9.0,28.0,12.0,c,no,gene/physio,125.0,top,328.0,1139.0,712.0,5.0,=L426/100
2025-06-13 00:00:00,9.0,28.0,12.0,c,no,gene/physio,125.0,bottom,355.0,1186.0,700.0,3.5,=L427/100
2025-06-13 00:00:00,9.0,28.0,12.0,c,yes,gene/physio,130.0,top,343.0,1092.0,685.0,4.1,=L428/100
2025-06-13 00:00:00,9.0,28.0,12.0,c,yes,gene/physio,130.0,bottom,400.0,1243.0,678.0,5.1,=L429/100
2025-06-13 00:00:00,9.0,28.0,12.0,d,yes,gene/physio,144.0,top,295.0,922.0,680.0,5.3,=L430/100
2025-06-13 00:00:00,9.0,28.0,12.0,d,yes,gene/physio,144.0,bottom,318.0,1001.0,682.0,2.9,=L431/100
2025-06-13 00:00:00,9.0,28.0,12.0,d,no,gene/physio,147.0,top,262.0,815.0,678.0,7.2,=L432/100
2025-06-13 00:00:00,9.0,28.0,12.0,d,no,gene/physio,147.0,bottom,360.0,1133.0,682.0,5.6,=L433/100
2025-06-13 00:00:00,9.0,31.0,4.0,a,yes,gene/physio,152.0,top,280.0,705.0,602.0,2.4,=L434/100
2025-06-13 00:00:00,9.0,31.0,4.0,a,yes,gene/physio,152.0,bottom,366.0,883.0,585.0,2.1,=L435/100
2025-06-13 00:00:00,9.0,31.0,4.0,a,no,gene/physio,165.0,top,180.0,405.0,555.0,2.5,=L436/100
2025-06-13 00:00:00,9.0,31.0,4.0,a,no,gene/physio,165.0,bottom,231.0,551.0,580.0,6.8,=L437/100
2025-06-13 00:00:00,9.0,31.0,4.0,c,yes,gene/physio,133.0,top,273.0,711.0,616.0,10.2,=L438/100
2025-06-13 00:00:00,9.0,31.0,4.0,c,yes,gene/physio,133.0,bottom,410.0,1181.0,652.0,3.0,=L439/100
2025-06-13 00:00:00,9.0,31.0,4.0,c,no,gene/physio,141.0,top,341.0,961.0,645.0,5.0,=L440/100
2025-06-13 00:00:00,9.0,31.0,4.0,c,no,gene/physio,141.0,bottom,496.0,1459.0,660.0,4.1,=L441/100
2025-06-13 00:00:00,9.0,31.0,4.0,d,yes,gene/physio,143.0,top,277.0,705.0,607.0,6.0,=L442/100
2025-06-13 00:00:00,9.0,31.0,4.0,d,yes,gene/physio,143.0,bottom,292.0,698.0,581.0,6.1,=L443/100
2025-06-13 00:00:00,9.0,31.0,4.0,d,no,gene/physio,150.0,top,355.0,871.0,592.0,5.0,=L444/100
2025-06-13 00:00:00,9.0,31.0,4.0,d,no,gene/physio,150.0,bottom,398.0,977.0,592.0,4.5,=L445/100
2025-06-13 00:00:00,9.0,31.0,5.0,a,no,gene/physio,161.0,top,155.0,314.0,506.0,2.2,=L446/100
2025-06-13 00:00:00,9.0,31.0,5.0,a,no,gene/physio,161.0,bottom,208.0,451.0,538.0,4.4,=L447/100
2025-06-13 00:00:00,9.0,31.0,5.0,a,yes,gene/physio,170.0,top,163.0,375.0,565.0,9.7,=L448/100
2025-06-13 00:00:00,9.0,31.0,5.0,a,yes,gene/physio,170.0,bottom,188.0,433.0,565.0,6.5,=L449/100
2025-06-13 00:00:00,9.0,31.0,5.0,c,yes,gene/physio,115.0,top,312.0,881.0,645.0,10.1,=L450/100
2025-06-13 00:00:00,9.0,31.0,5.0,c,yes,gene/physio,115.0,bottom,423.0,1183.0,642.0,3.8,=L451/100
2025-06-13 00:00:00,9.0,31.0,5.0,c,no,gene/physio,124.0,top,295.0,693.0,574.0,2.0,=L452/100
2025-06-13 00:00:00,9.0,31.0,5.0,c,no,gene/physio,124.0,bottom,418.0,1147.0,635.0,2.9,=L453/100
2025-06-13 00:00:00,9.0,31.0,5.0,d,yes,gene/physio,126.0,top,143.0,656.0,598.0,2.9,=L454/100
2025-06-13 00:00:00,9.0,31.0,5.0,d,yes,gene/physio,126.0,bottom,229.0,563.0,593.0,7.3,=L455/100
2025-06-13 00:00:00,9.0,31.0,5.0,d,no,gene/physio,154.0,top,137.0,308.0,555.0,2.7,=L456/100
2025-06-13 00:00:00,9.0,31.0,5.0,d,no,gene/physio,154.0,bottom,264.0,586.0,549.0,4.7,=L457/100
2025-06-13 00:00:00,9.0,31.0,10.0,a,yes,gene/physio,175.0,top,172.0,391.0,560.0,4.1,=L458/100
2025-06-13 00:00:00,9.0,31.0,10.0,a,yes,gene/physio,175.0,bottom,166.0,361.0,540.0,3.7,=L459/100
2025-06-13 00:00:00,9.0,31.0,10.0,a,no,gene/physio,178.0,top,175.0,381.0,540.0,2.0,=L460/100
2025-06-13 00:00:00,9.0,31.0,10.0,a,no,gene/physio,178.0,bottom,323.0,811.0,601.0,2.9,=L461/100
2025-06-13 00:00:00,9.0,31.0,10.0,c,no,gene/physio,119.0,top,374.0,1164.0,678.0,7.4,=L462/100
2025-06-13 00:00:00,9.0,31.0,10.0,c,no,gene/physio,119.0,bottom,510.0,1489.0,657.0,3.6,=L463/100
2025-06-13 00:00:00,9.0,31.0,10.0,c,no,gene/physio,132.0,top,250.0,649.0,614.0,2.2,=L464/100
2025-06-13 00:00:00,9.0,31.0,10.0,c,no,gene/physio,132.0,bottom,328.0,748.0,561.0,3.6,=L465/100
2025-06-13 00:00:00,9.0,31.0,10.0,d,yes,gene/physio,110.0,top,155.0,383.0,595.0,3.0,=L466/100
2025-06-13 00:00:00,9.0,31.0,10.0,d,yes,gene/physio,110.0,bottom,337.0,814.0,585.0,3.6,=L467/100
2025-06-13 00:00:00,9.0,31.0,10.0,d,no,gene/physio,120.0,top,130.0,282.0,539.0,7.0,=L468/100
2025-06-13 00:00:00,9.0,31.0,10.0,d,no,gene/physio,120.0,bottom,188.0,427.0,559.0,7.2,=L469/100
2025-06-13 00:00:00,9.0,31.0,11.0,a,no,gene/physio,163.0,top,260.0,696.0,626.0,4.4,=L470/100
2025-06-13 00:00:00,9.0,31.0,11.0,a,no,gene/physio,163.0,bottom,352.0,1005.0,649.0,5.3,=L471/100
2025-06-13 00:00:00,9.0,31.0,11.0,a,yes,gene/physio,174.0,top,290.0,921.0,685.0,3.4,=L472/100
2025-06-13 00:00:00,9.0,31.0,11.0,a,yes,gene/physio,174.0,bottom,373.0,1046.0,643.0,3.6,=L473/100
2025-06-13 00:00:00,9.0,31.0,11.0,c,yes,gene/physio,116.0,top,302.0,854.0,646.0,2.3,=L474/100
2025-06-13 00:00:00,9.0,31.0,11.0,c,yes,gene/physio,116.0,bottom,504.0,1581.0,681.0,3.6,=L475/100
2025-06-13 00:00:00,9.0,31.0,11.0,c,no,gene/physio,127.0,top,317.0,922.0,656.0,3.4,=L476/100
2025-06-13 00:00:00,9.0,31.0,11.0,c,no,gene/physio,127.0,bottom,460.0,1343.0,657.0,3.8,=L477/100
2025-06-13 00:00:00,9.0,31.0,11.0,d,no,gene/physio,128.0,top,220.0,576.0,618.0,11.8,=L478/100
2025-06-13 00:00:00,9.0,31.0,11.0,d,no,gene/physio,128.0,bottom,320.0,900.0,644.0,3.2,=L479/100
2025-06-13 00:00:00,9.0,31.0,11.0,d,yes,gene/physio,149.0,top,344.0,936.0,632.0,3.4,=L480/100
2025-06-13 00:00:00,9.0,31.0,11.0,d,yes,gene/physio,149.0,bottom,399.0,1050.0,620.0,3.5,=L481/100
2025-06-16 00:00:00,12.0,28.0,3.0,a,no,gene/physio,162.0,top,319.0,895.0,643.0,3.0,=L482/100
2025-06-16 00:00:00,12.0,28.0,3.0,a,no,gene/physio,162.0,bottom,390.0,1127.0,653.0,2.6,=L483/100
2025-06-16 00:00:00,12.0,28.0,3.0,a,yes,gene/physio,172.0,top,264.0,807.0,672.0,2.8,=L484/100
2025-06-16 00:00:00,12.0,28.0,3.0,a,yes,gene/physio,172.0,bottom,360.0,1078.0,666.0,3.1,=L485/100
2025-06-16 00:00:00,12.0,28.0,3.0,c,yes,gene/physio,129.0,top,294.0,864.0,659.0,4.0,=L486/100
2025-06-16 00:00:00,12.0,28.0,3.0,c,yes,gene/physio,129.0,bottom,380.0,1161.0,672.0,2.8,=L487/100
2025-06-16 00:00:00,12.0,28.0,3.0,c,no,gene/physio,139.0,top,315.0,1030.0,694.0,2.9,=L488/100
2025-06-16 00:00:00,12.0,28.0,3.0,c,no,gene/physio,139.0,bottom,370.0,1200.0,691.0,2.6,=L489/100
2025-06-16 00:00:00,12.0,28.0,3.0,d,yes,gene/physio,113.0,top,243.0,670.0,637.0,2.8,=L490/100
2025-06-16 00:00:00,12.0,28.0,3.0,d,yes,gene/physio,113.0,bottom,342.0,1034.0,669.0,2.8,=L491/100
2025-06-16 00:00:00,12.0,28.0,3.0,d,no,gene/physio,156.0,top,191.0,513.0,627.0,2.5,=L492/100
2025-06-16 00:00:00,12.0,28.0,3.0,d,no,gene/physio,156.0,bottom,285.0,821.0,652.0,3.6,=L493/100
2025-06-16 00:00:00,12.0,28.0,6.0,a,no,gene/physio,169.0,top,261.0,745.0,649.0,3.2,=L494/100
2025-06-16 00:00:00,12.0,28.0,6.0,a,no,gene/physio,169.0,bottom,367.0,1096.0,665.0,2.8,=L495/100
2025-06-16 00:00:00,12.0,28.0,6.0,a,yes,gene/physio,179.0,top,306.0,879.0,651.0,2.8,=L496/100
2025-06-16 00:00:00,12.0,28.0,6.0,a,yes,gene/physio,179.0,bottom,325.0,1039.0,687.0,2.5,=L497/100
2025-06-16 00:00:00,12.0,28.0,6.0,c,yes,gene/physio,117.0,top,249.0,682.0,634.0,2.8,=L498/100
2025-06-16 00:00:00,12.0,28.0,6.0,c,yes,gene/physio,117.0,bottom,483.0,1543.0,686.0,4.0,=L499/100
2025-06-16 00:00:00,12.0,28.0,6.0,c,no,gene/physio,123.0,top,383.0,1165.0,671.0,2.8,=L500/100
2025-06-16 00:00:00,12.0,28.0,6.0,c,no,gene/physio,123.0,bottom,427.0,1403.0,695.0,2.9,=L501/100
2025-06-16 00:00:00,12.0,28.0,6.0,d,no,gene/physio,145.0,top,246.0,738.0,666.0,3.1,=L502/100
2025-06-16 00:00:00,12.0,28.0,6.0,d,no,gene/physio,145.0,bottom,354.0,1077.0,671.0,3.0,=L503/100
2025-06-16 00:00:00,12.0,28.0,6.0,d,yes,gene/physio,146.0,top,221.0,665.0,667.0,3.5,=L504/100
2025-06-16 00:00:00,12.0,28.0,6.0,d,yes,gene/physio,146.0,bottom,356.0,1131.0,685.0,3.2,=L505/100
2025-06-16 00:00:00,12.0,28.0,9.0,a,yes,gene/physio,166.0,top,263.0,860.0,694.0,3.2,=L506/100
2025-06-16 00:00:00,12.0,28.0,9.0,a,yes,gene/physio,166.0,bottom,353.0,1100.0,679.0,2.9,=L507/100
2025-06-16 00:00:00,12.0,28.0,9.0,a,no,gene/physio,173.0,top,215.0,511.0,579.0,2.8,=L508/100
2025-06-16 00:00:00,12.0,28.0,9.0,a,no,gene/physio,173.0,bottom,354.0,1170.0,697.0,3.9,=L509/100
2025-06-16 00:00:00,12.0,28.0,9.0,c,yes,gene/physio,121.0,top,385.0,1243.0,690.0,4.9,=L510/100
2025-06-16 00:00:00,12.0,28.0,9.0,c,yes,gene/physio,121.0,bottom,422.0,1455.0,709.0,4.7,=L511/100
2025-06-16 00:00:00,12.0,28.0,9.0,c,no,gene/physio,131.0,top,264.0,728.0,637.0,3.2,=L512/100
2025-06-16 00:00:00,12.0,28.0,9.0,c,no,gene/physio,131.0,bottom,343.0,1137.0,698.0,4.3,=L513/100
2025-06-16 00:00:00,12.0,28.0,9.0,d,yes,gene/physio,118.0,top,271.0,685.0,604.0,3.5,=L514/100
2025-06-16 00:00:00,12.0,28.0,9.0,d,yes,gene/physio,118.0,bottom,245.0,765.0,679.0,2.9,=L515/100
2025-06-16 00:00:00,12.0,28.0,9.0,d,no,gene/physio,122.0,top,232.0,512.0,546.0,2.9,=L516/100
2025-06-16 00:00:00,12.0,28.0,9.0,d,no,gene/physio,122.0,bottom,370.0,1059.0,650.0,3.7,=L517/100
2025-06-16 00:00:00,12.0,28.0,12.0,a,no,gene/physio,176.0,top,238.0,696.0,658.0,2.9,=L518/100
2025-06-16 00:00:00,12.0,28.0,12.0,a,no,gene/physio,176.0,bottom,293.0,956.0,693.0,2.4,=L519/100
2025-06-16 00:00:00,12.0,28.0,12.0,a,yes,gene/physio,177.0,top,287.0,888.0,676.0,3.3,=L520/100
2025-06-16 00:00:00,12.0,28.0,12.0,a,yes,gene/physio,177.0,bottom,368.0,1087.0,661.0,2.6,=L521/100
2025-06-16 00:00:00,12.0,28.0,12.0,c,no,gene/physio,125.0,top,327.0,1052.0,689.0,2.9,=L522/100
2025-06-16 00:00:00,12.0,28.0,12.0,c,no,gene/physio,125.0,bottom,405.0,1344.0,698.0,3.5,=L523/100
2025-06-16 00:00:00,12.0,28.0,12.0,c,yes,gene/physio,130.0,top,349.0,1118.0,687.0,2.8,=L524/100
2025-06-16 00:00:00,12.0,28.0,12.0,c,yes,gene/physio,130.0,bottom,377.0,1197.0,685.0,2.5,=L525/100
2025-06-16 00:00:00,12.0,28.0,12.0,d,yes,gene/physio,144.0,top,304.0,838.0,637.0,2.7,=L526/100
2025-06-16 00:00:00,12.0,28.0,12.0,d,yes,gene/physio,144.0,bottom,241.0,715.0,662.0,2.4,=L527/100
2025-06-16 00:00:00,12.0,28.0,12.0,d,no,gene/physio,147.0,top,277.0,817.0,660.0,2.8,=L528/100
2025-06-16 00:00:00,12.0,28.0,12.0,d,no,gene/physio,147.0,bottom,377.0,1165.0,676.0,2.8,=L529/100
2025-06-16 00:00:00,12.0,31.0,4.0,a,yes,gene/physio,152.0,top,235.0,558.0,578.0,2.2,=L530/100
2025-06-16 00:00:00,12.0,31.0,4.0,a,yes,gene/physio,152.0,bottom,256.0,651.0,606.0,2.5,=L531/100
2025-06-16 00:00:00,12.0,31.0,4.0,a,no,gene/physio,165.0,top,126.0,285.0,557.0,2.6,=L532/100
2025-06-16 00:00:00,12.0,31.0,4.0,a,no,gene/physio,165.0,bottom,171.0,465.0,632.0,3.1,=L533/100
2025-06-16 00:00:00,12.0,31.0,4.0,c,yes,gene/physio,133.0,top,280.0,791.0,646.0,4.5,=L534/100
2025-06-16 00:00:00,12.0,31.0,4.0,c,yes,gene/physio,133.0,bottom,342.0,918.0,627.0,5.4,=L535/100
2025-06-16 00:00:00,12.0,31.0,4.0,c,no,gene/physio,141.0,top,274.0,670.0,591.0,2.1,=L536/100
2025-06-16 00:00:00,12.0,31.0,4.0,c,no,gene/physio,141.0,bottom,471.0,1347.0,650.0,3.0,=L537/100
2025-06-16 00:00:00,12.0,31.0,4.0,d,yes,gene/physio,143.0,top,204.0,484.0,578.0,2.6,=L538/100
2025-06-16 00:00:00,12.0,31.0,4.0,d,yes,gene/physio,143.0,bottom,206.0,459.0,551.0,2.7,=L539/100
2025-06-16 00:00:00,12.0,31.0,4.0,d,no,gene/physio,150.0,top,194.0,483.0,598.0,3.2,=L540/100
2025-06-16 00:00:00,12.0,31.0,4.0,d,no,gene/physio,150.0,bottom,238.0,572.0,583.0,3.9,=L541/100
2025-06-16 00:00:00,12.0,31.0,5.0,a,no,gene/physio,161.0,top,77.0,170.0,547.0,5.0,=L542/100,signal low
2025-06-16 00:00:00,12.0,31.0,5.0,a,no,gene/physio,161.0,bottom,85.0,172.0,505.0,2.2,=L543/100,signal low
2025-06-16 00:00:00,12.0,31.0,5.0,a,yes,gene/physio,170.0,top,51.0,123.0,585.0,4.1,=L544/100,signal low
2025-06-16 00:00:00,12.0,31.0,5.0,a,yes,gene/physio,170.0,bottom,65.0,175.0,628.0,4.8,=L545/100,signal low
2025-06-16 00:00:00,12.0,31.0,5.0,c,yes,gene/physio,115.0,top,350.0,1020.0,656.0,3.6,=L546/100
2025-06-16 00:00:00,12.0,31.0,5.0,c,yes,gene/physio,115.0,bottom,409.0,1305.0,686.0,5.1,=L547/100
2025-06-16 00:00:00,12.0,31.0,5.0,c,no,gene/physio,124.0,top,323.0,852.0,620.0,4.3,=L548/100
2025-06-16 00:00:00,12.0,31.0,5.0,c,no,gene/physio,124.0,bottom,407.0,1194.0,659.0,3.2,=L549/100
2025-06-16 00:00:00,12.0,31.0,5.0,d,yes,gene/physio,126.0,top,56.0,111.0,495.0,3.4,=L550/100,signal low
2025-06-16 00:00:00,12.0,31.0,5.0,d,yes,gene/physio,126.0,bottom,119.0,279.0,573.0,4.4,=L551/100,signal low
2025-06-16 00:00:00,12.0,31.0,5.0,d,no,gene/physio,154.0,top,109.0,227.0,519.0,2.6,=L552/100,signal low
2025-06-16 00:00:00,12.0,31.0,5.0,d,no,gene/physio,154.0,bottom,160.0,357.0,551.0,4.9,=L553/100
2025-06-16 00:00:00,12.0,31.0,10.0,a,yes,gene/physio,175.0,top,64.0,121.0,471.0,3.1,=L554/100,signal low
2025-06-16 00:00:00,12.0,31.0,10.0,a,yes,gene/physio,175.0,bottom,51.0,125.0,592.0,2.3,=L555/100
2025-06-16 00:00:00,12.0,31.0,10.0,a,no,gene/physio,178.0,top,100.0,212.0,528.0,3.6,=L556/100,signal low
2025-06-16 00:00:00,12.0,31.0,10.0,a,no,gene/physio,178.0,bottom,233.0,531.0,561.0,3.5,=L557/100
2025-06-16 00:00:00,12.0,31.0,10.0,c,no,gene/physio,119.0,top,275.0,823.0,665.0,7.4,=L558/100
2025-06-16 00:00:00,12.0,31.0,10.0,c,no,gene/physio,119.0,bottom,470.0,1510.0,688.0,6.5,=L559/100
2025-06-16 00:00:00,12.0,31.0,10.0,c,no,gene/physio,132.0,top,199.0,520.0,617.0,2.4,=L560/100
2025-06-16 00:00:00,12.0,31.0,10.0,c,no,gene/physio,132.0,bottom,333.0,960.0,653.0,12.7,=L561/100
2025-06-16 00:00:00,12.0,31.0,10.0,d,yes,gene/physio,110.0,top,116.0,218.0,467.0,7.2,=L562/100,signal low
2025-06-16 00:00:00,12.0,31.0,10.0,d,yes,gene/physio,110.0,bottom,212.0,528.0,598.0,2.8,=L563/100
2025-06-16 00:00:00,12.0,31.0,10.0,d,no,gene/physio,120.0,top,92.0,224.0,589.0,7.8,=L564/100,signal low
2025-06-16 00:00:00,12.0,31.0,10.0,d,no,gene/physio,120.0,bottom,114.0,267.0,573.0,3.0,=L565/100,signal low
2025-06-16 00:00:00,12.0,31.0,11.0,a,no,gene/physio,163.0,top,315.0,788.0,600.0,2.7,=L566/100
2025-06-16 00:00:00,12.0,31.0,11.0,a,no,gene/physio,163.0,bottom,355.0,985.0,639.0,2.9,=L567/100
2025-06-16 00:00:00,12.0,31.0,11.0,a,yes,gene/physio,174.0,top,333.0,908.0,633.0,3.3,=L568/100
2025-06-16 00:00:00,12.0,31.0,11.0,a,yes,gene/physio,174.0,bottom,357.0,1026.0,652.0,2.7,=L569/100
2025-06-16 00:00:00,12.0,31.0,11.0,c,yes,gene/physio,116.0,top,253.0,831.0,695.0,14.2,=L570/100
2025-06-16 00:00:00,12.0,31.0,11.0,c,yes,gene/physio,116.0,bottom,451.0,1469.0,692.0,5.2,=L571/100
2025-06-16 00:00:00,12.0,31.0,11.0,c,no,gene/physio,127.0,top,284.0,855.0,667.0,2.9,=L572/100
2025-06-16 00:00:00,12.0,31.0,11.0,c,no,gene/physio,127.0,bottom,343.0,1146.0,700.0,4.0,=L573/100
2025-06-16 00:00:00,12.0,31.0,11.0,d,no,gene/physio,128.0,top,146.0,445.0,671.0,3.8,=L574/100
2025-06-16 00:00:00,12.0,31.0,11.0,d,no,gene/physio,128.0,bottom,236.0,620.0,619.0,4.1,=L575/100
2025-06-16 00:00:00,12.0,31.0,11.0,d,yes,gene/physio,149.0,top,280.0,780.0,641.0,4.1,=L576/100
2025-06-16 00:00:00,12.0,31.0,11.0,d,yes,gene/physio,149.0,bottom,321.0,899.0,642.0,6.7,=L577/100
2025-06-18 00:00:00,14.0,28.0,3.0,a,no,gene/physio,162.0,top,274.0,845.0,675.0,3.7,=L578/100
2025-06-18 00:00:00,14.0,28.0,3.0,a,no,gene/physio,162.0,bottom,499.0,1506.0,668.0,2.9,=L579/100
2025-06-18 00:00:00,14.0,28.0,3.0,a,yes,gene/physio,172.0,top,279.0,897.0,688.0,3.8,=L580/100
2025-06-18 00:00:00,14.0,28.0,3.0,a,yes,gene/physio,172.0,bottom,351.0,982.0,642.0,3.3,=L581/100
2025-06-18 00:00:00,14.0,28.0,3.0,c,yes,gene/physio,129.0,top,326.0,1019.0,680.0,2.9,=L582/100
2025-06-18 00:00:00,14.0,28.0,3.0,c,yes,gene/physio,129.0,bottom,372.0,1149.0,676.0,2.5,=L583/100
2025-06-18 00:00:00,14.0,28.0,3.0,c,no,gene/physio,139.0,top,353.0,1150.0,693.0,2.4,=L584/100
2025-06-18 00:00:00,14.0,28.0,3.0,c,no,gene/physio,139.0,bottom,406.0,1266.0,679.0,2.5,=L585/100
2025-06-18 00:00:00,14.0,28.0,3.0,d,yes,gene/physio,113.0,top,256.0,693.0,630.0,3.5,=L586/100
2025-06-18 00:00:00,14.0,28.0,3.0,d,yes,gene/physio,113.0,bottom,343.0,986.0,652.0,3.3,=L587/100
2025-06-18 00:00:00,14.0,28.0,3.0,d,no,gene/physio,156.0,top,176.0,480.0,633.0,5.9,=L588/100
2025-06-18 00:00:00,14.0,28.0,3.0,d,no,gene/physio,156.0,bottom,382.0,1179.0,675.0,3.7,=L589/100
2025-06-18 00:00:00,14.0,28.0,6.0,a,no,gene/physio,169.0,top,278.0,814.0,658.0,9.7,=L590/100
2025-06-18 00:00:00,14.0,28.0,6.0,a,no,gene/physio,169.0,bottom,400.0,1203.0,667.0,5.5,=L591/100
2025-06-18 00:00:00,14.0,28.0,6.0,a,yes,gene/physio,179.0,top,277.0,837.0,669.0,3.9,=L592/100
2025-06-18 00:00:00,14.0,28.0,6.0,a,yes,gene/physio,179.0,bottom,324.0,950.0,658.0,5.3,=L593/100
2025-06-18 00:00:00,14.0,28.0,6.0,c,yes,gene/physio,117.0,top,352.0,975.0,638.0,5.1,=L594/100
2025-06-18 00:00:00,14.0,28.0,6.0,c,yes,gene/physio,117.0,bottom,439.0,1332.0,670.0,2.6,=L595/100
2025-06-18 00:00:00,14.0,28.0,6.0,c,no,gene/physio,123.0,top,284.0,976.0,709.0,5.4,=L596/100
2025-06-18 00:00:00,14.0,28.0,6.0,c,no,gene/physio,123.0,bottom,404.0,1344.0,699.0,3.1,=L597/100
2025-06-18 00:00:00,14.0,28.0,6.0,d,no,gene/physio,145.0,top,206.0,625.0,670.0,7.7,=L598/100
2025-06-18 00:00:00,14.0,28.0,6.0,d,no,gene/physio,145.0,bottom,303.0,1016.0,701.0,7.4,=L599/100
2025-06-18 00:00:00,14.0,28.0,6.0,d,yes,gene/physio,146.0,top,274.0,840.0,673.0,9.3,=L600/100
2025-06-18 00:00:00,14.0,28.0,6.0,d,yes,gene/physio,146.0,bottom,375.0,1193.0,685.0,7.6,=L601/100
2025-06-18 00:00:00,14.0,28.0,9.0,a,yes,gene/physio,166.0,top,336.0,855.0,607.0,4.9,=L602/100
2025-06-18 00:00:00,14.0,28.0,9.0,a,yes,gene/physio,166.0,bottom,366.0,1052.0,652.0,3.8,=L603/100
2025-06-18 00:00:00,14.0,28.0,9.0,a,no,gene/physio,173.0,top,216.0,617.0,649.0,4.0,=L604/100
2025-06-18 00:00:00,14.0,28.0,9.0,a,no,gene/physio,173.0,bottom,350.0,1051.0,666.0,4.1,=L605/100
2025-06-18 00:00:00,14.0,28.0,9.0,c,yes,gene/physio,121.0,top,317.0,1137.0,721.0,5.8,=L606/100
2025-06-18 00:00:00,14.0,28.0,9.0,c,yes,gene/physio,121.0,bottom,452.0,1486.0,695.0,4.7,=L607/100
2025-06-18 00:00:00,14.0,28.0,9.0,c,no,gene/physio,131.0,top,292.0,767.0,619.0,3.6,=L608/100
2025-06-18 00:00:00,14.0,28.0,9.0,c,no,gene/physio,131.0,bottom,326.0,1029.0,683.0,4.8,=L609/100
2025-06-18 00:00:00,14.0,28.0,9.0,d,yes,gene/physio,118.0,top,259.0,789.0,671.0,6.0,=L610/100
2025-06-18 00:00:00,14.0,28.0,9.0,d,yes,gene/physio,118.0,bottom,308.0,990.0,688.0,4.5,=L611/100
2025-06-18 00:00:00,14.0,28.0,9.0,d,no,gene/physio,122.0,top,222.0,649.0,657.0,4.8,=L612/100
2025-06-18 00:00:00,14.0,28.0,9.0,d,no,gene/physio,122.0,bottom,320.0,973.0,671.0,4.0,=L613/100
2025-06-18 00:00:00,14.0,28.0,12.0,a,no,gene/physio,176.0,top,262.0,831.0,684.0,4.9,=L614/100
2025-06-18 00:00:00,14.0,28.0,12.0,a,no,gene/physio,176.0,bottom,275.0,868.0,683.0,3.9,=L615/100
2025-06-18 00:00:00,14.0,28.0,12.0,a,yes,gene/physio,177.0,top,296.0,774.0,617.0,3.5,=L616/100
2025-06-18 00:00:00,14.0,28.0,12.0,a,yes,gene/physio,177.0,bottom,310.0,985.0,685.0,2.9,=L617/100
2025-06-18 00:00:00,14.0,28.0,12.0,c,no,gene/physio,125.0,top,322.0,1029.0,687.0,4.2,=L618/100
2025-06-18 00:00:00,14.0,28.0,12.0,c,no,gene/physio,125.0,bottom,400.0,1291.0,690.0,3.0,=L619/100
2025-06-18 00:00:00,14.0,28.0,12.0,c,yes,gene/physio,130.0,top,327.0,997.0,672.0,3.9,=L620/100
2025-06-18 00:00:00,14.0,28.0,12.0,c,yes,gene/physio,130.0,bottom,395.0,1270.0,688.0,2.8,=L621/100
2025-06-18 00:00:00,14.0,28.0,12.0,d,yes,gene/physio,144.0,top,285.0,826.0,654.0,4.4,=L622/100
2025-06-18 00:00:00,14.0,28.0,12.0,d,yes,gene/physio,144.0,bottom,251.0,772.0,674.0,3.8,=L623/100
2025-06-18 00:00:00,14.0,28.0,12.0,d,no,gene/physio,147.0,top,236.0,716.0,670.0,5.6,=L624/100
2025-06-18 00:00:00,14.0,28.0,12.0,d,no,gene/physio,147.0,bottom,269.0,822.0,672.0,4.1,=L625/100
2025-06-18 00:00:00,14.0,31.0,4.0,a,yes,gene/physio,152.0,top,206.0,455.0,547.0,2.6,=L626/100
2025-06-18 00:00:00,14.0,31.0,4.0,a,yes,gene/physio,152.0,bottom,266.0,609.0,563.0,2.2,=L627/100
2025-06-18 00:00:00,14.0,31.0,4.0,a,no,gene/physio,165.0,top,87.0,178.0,511.0,4.0,=L628/100,signal low
2025-06-18 00:00:00,14.0,31.0,4.0,a,no,gene/physio,165.0,bottom,101.0,234.0,568.0,3.3,=L629/100,signal low
2025-06-18 00:00:00,14.0,31.0,4.0,c,yes,gene/physio,133.0,top,253.0,748.0,661.0,5.9,=L630/100
2025-06-18 00:00:00,14.0,31.0,4.0,c,yes,gene/physio,133.0,bottom,332.0,999.0,667.0,3.6,=L631/100
2025-06-18 00:00:00,14.0,31.0,4.0,c,no,gene/physio,141.0,top,192.0,409.0,530.0,4.1,=L632/100
2025-06-18 00:00:00,14.0,31.0,4.0,c,no,gene/physio,141.0,bottom,352.0,966.0,635.0,5.0,=L633/100
2025-06-18 00:00:00,14.0,31.0,4.0,d,yes,gene/physio,143.0,top,83.0,186.0,553.0,4.8,=L634/100,signal low
2025-06-18 00:00:00,14.0,31.0,4.0,d,yes,gene/physio,143.0,bottom,93.0,196.0,525.0,2.9,=L635/100,signal low
2025-06-18 00:00:00,14.0,31.0,4.0,d,no,gene/physio,150.0,top,127.0,229.0,445.0,2.2,=L636/100,signal low
2025-06-18 00:00:00,14.0,31.0,4.0,d,no,gene/physio,150.0,bottom,118.0,244.0,516.0,2.5,=L637/100,signal low
