species,thicket ,id,sample,wound,tank,treatment,biopsy_date,biopsy_notes,biopsy_day,biopsy_segment,box,Collected in liquid nitrogen?,In DNA/RNA shield?
a. pulchra,a,168.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,d,185.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,c,284.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,tip,4.0,yes,2025-06-19 00:00:00
a. pulchra,a,134.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,"wound with branch, fell off",3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,242.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,290.0,gene ,no,3.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,160.0,gene ,yes,3.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,247.0,gene ,yes,3.0,28.0,2025-06-07 00:00:00,wound has growing tip already,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,250.0,gene ,yes,3.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,194.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,chlorophyll with branch,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,220.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,double tip,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,281.0,gene ,no,6.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,208.0,gene ,yes,6.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,245.0,gene ,yes,6.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,282.0,gene ,yes,6.0,28.0,2025-06-07 00:00:00,wound looks covered in coenosarc,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,157.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,229.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,271.0,gene ,no,9.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,187.0,gene ,yes,9.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,218.0,gene ,yes,9.0,28.0,2025-06-07 00:00:00,"wound edge smoothed over, growing tip present with coenosarc",3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,272.0,gene ,yes,9.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,190.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,201.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,273.0,gene ,no,12.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,167.0,gene ,yes,12.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,223.0,gene ,yes,12.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,301.0,gene ,yes,12.0,28.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,211.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,236.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,very easy to cut,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,289.0,gene ,no,4.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,138.0,gene ,yes,4.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,206.0,gene ,yes,4.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,295.0,gene ,yes,4.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,153.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,thin and easy to cut,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,239.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,297.0,gene ,no,5.0,31.0,2025-06-07 00:00:00,thick fragment,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,212.0,gene ,yes,5.0,31.0,2025-06-07 00:00:00,low branch,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,221.0,gene ,yes,5.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,270.0,gene ,yes,5.0,31.0,2025-06-07 00:00:00,wound looks smoothed over/possible growing tip and coenosarc,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,155.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,241.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,255.0,gene ,no,10.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,193.0,gene ,yes,10.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,216.0,gene ,yes,10.0,31.0,2025-06-07 00:00:00,middle with small branch,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,266.0,gene ,yes,10.0,31.0,2025-06-07 00:00:00,2 tips,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,168.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,185.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,284.0,gene ,no,11.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,112.0,gene ,yes,11.0,31.0,2025-06-07 00:00:00,2 tips,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,d,219.0,gene ,yes,11.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,c,265.0,gene ,yes,11.0,31.0,2025-06-07 00:00:00,NA,3.0,wound,4 or 5,yes,2025-06-19 00:00:00
a. pulchra,a,114.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,204.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,279.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,191.0,gene ,yes,3.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,258.0,gene ,yes,3.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,291.0,gene ,yes,3.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,199.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,232.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,267.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,135.0,gene ,yes,6.0,28.0,2025-06-14 00:00:00,wound is smooth and tip exists but without extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,248.0,gene ,yes,6.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,292.0,gene ,yes,6.0,28.0,2025-06-14 00:00:00,tip has extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,137.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,chlorophyll sample with branch,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,217.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,"weird grey tip, tip with branch",10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,253.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,189.0,gene ,yes,9.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,237.0,gene ,yes,9.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,285.0,gene ,yes,9.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,196.0,gene ,no,12.0,28.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,202.0,gene ,no,12.0,28.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,275.0,gene ,no,12.0,28.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,213.0,gene ,yes,12.0,28.0,2025-06-14 00:00:00,"2 tips on original tip, tip with extension after wounding",10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,243.0,gene ,yes,12.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,252.0,gene ,yes,12.0,28.0,2025-06-14 00:00:00,tip exists but extension is questionable,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,142.0,gene ,no,4.0,31.0,2025-06-14 00:00:00,paling,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,230.0,gene ,no,4.0,31.0,2025-06-14 00:00:00,"paling, wound with branch",10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,293.0,gene ,no,4.0,31.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,136.0,gene ,yes,4.0,31.0,2025-06-14 00:00:00,"tip with extension, paling",10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,215.0,gene ,yes,4.0,31.0,2025-06-14 00:00:00,"tip exists barely, definitely smoothed over",10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,260.0,gene ,yes,4.0,31.0,2025-06-14 00:00:00,2 tips on original frag; tip exists but no extension after wound,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,180.0,gene ,no,5.0,31.0,2025-06-14 00:00:00,paling,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,233.0,gene ,no,5.0,31.0,2025-06-14 00:00:00,paling,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,277.0,gene ,no,5.0,31.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,184.0,gene ,yes,5.0,31.0,2025-06-14 00:00:00,"tip with extension, paling",10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,235.0,gene ,yes,5.0,31.0,2025-06-14 00:00:00,wound is smooth and tip exists but without extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,251.0,gene ,yes,5.0,31.0,2025-06-14 00:00:00,tip with extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,158.0,gene ,no,10.0,31.0,2025-06-14 00:00:00,paling,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,205.0,gene ,no,10.0,31.0,2025-06-14 00:00:00,paling,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,286.0,gene ,no,10.0,31.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,186.0,gene ,yes,10.0,31.0,2025-06-14 00:00:00,"wound is smooth, no tip exists, paling",10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,214.0,gene ,yes,10.0,31.0,2025-06-14 00:00:00,"tip with extension, paling",10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,283.0,gene ,yes,10.0,31.0,2025-06-14 00:00:00,tip with extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,207.0,gene ,no,11.0,31.0,2025-06-14 00:00:00,paling,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,225.0,gene ,no,11.0,31.0,2025-06-14 00:00:00,paling,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,299.0,gene ,no,11.0,31.0,2025-06-14 00:00:00,NA,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,195.0,gene ,yes,11.0,31.0,2025-06-14 00:00:00,"tip with extension, paling",10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,d,240.0,gene ,yes,11.0,31.0,2025-06-14 00:00:00,tip with extension,10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,c,269.0,gene ,yes,11.0,31.0,2025-06-14 00:00:00,"wound is smooth with a tip, no extension",10.0,far,7 or 8,yes,2025-06-19 00:00:00
a. pulchra,a,114.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,204.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,279.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,191.0,gene ,yes,3.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,258.0,gene ,yes,3.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,291.0,gene ,yes,3.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,199.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,232.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,267.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,135.0,gene ,yes,6.0,28.0,2025-06-14 00:00:00,wound is smooth and tip exists but without extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,248.0,gene ,yes,6.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,292.0,gene ,yes,6.0,28.0,2025-06-14 00:00:00,tip has extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,137.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,chlorophyll sample with branch,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,217.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,"weird grey tip, tip with branch",10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,253.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,189.0,gene ,yes,9.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,237.0,gene ,yes,9.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,285.0,gene ,yes,9.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,196.0,gene ,no,12.0,28.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,202.0,gene ,no,12.0,28.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,275.0,gene ,no,12.0,28.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,213.0,gene ,yes,12.0,28.0,2025-06-14 00:00:00,"2 tips on original tip, tip with extension after wounding",10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,243.0,gene ,yes,12.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,252.0,gene ,yes,12.0,28.0,2025-06-14 00:00:00,tip exists but extension is questionable,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,142.0,gene ,no,4.0,31.0,2025-06-14 00:00:00,paling,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,230.0,gene ,no,4.0,31.0,2025-06-14 00:00:00,"paling, wound with branch",10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,293.0,gene ,no,4.0,31.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,136.0,gene ,yes,4.0,31.0,2025-06-14 00:00:00,"tip with extension, paling",10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,215.0,gene ,yes,4.0,31.0,2025-06-14 00:00:00,"tip exists barely, definitely smoothed over",10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,260.0,gene ,yes,4.0,31.0,2025-06-14 00:00:00,2 tips on original frag; tip exists but no extension after wound,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,180.0,gene ,no,5.0,31.0,2025-06-14 00:00:00,paling,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,233.0,gene ,no,5.0,31.0,2025-06-14 00:00:00,paling,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,277.0,gene ,no,5.0,31.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,184.0,gene ,yes,5.0,31.0,2025-06-14 00:00:00,"tip with extension, paling",10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,235.0,gene ,yes,5.0,31.0,2025-06-14 00:00:00,wound is smooth and tip exists but without extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,251.0,gene ,yes,5.0,31.0,2025-06-14 00:00:00,tip with extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,158.0,gene ,no,10.0,31.0,2025-06-14 00:00:00,paling,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,205.0,gene ,no,10.0,31.0,2025-06-14 00:00:00,paling,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,286.0,gene ,no,10.0,31.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,186.0,gene ,yes,10.0,31.0,2025-06-14 00:00:00,"wound is smooth, no tip exists, paling",10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,214.0,gene ,yes,10.0,31.0,2025-06-14 00:00:00,"tip with extension, paling",10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,283.0,gene ,yes,10.0,31.0,2025-06-14 00:00:00,tip with extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,207.0,gene ,no,11.0,31.0,2025-06-14 00:00:00,paling,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,225.0,gene ,no,11.0,31.0,2025-06-14 00:00:00,paling,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,299.0,gene ,no,11.0,31.0,2025-06-14 00:00:00,NA,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,195.0,gene ,yes,11.0,31.0,2025-06-14 00:00:00,"tip with extension, paling",10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,d,240.0,gene ,yes,11.0,31.0,2025-06-14 00:00:00,tip with extension,10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,c,269.0,gene ,yes,11.0,31.0,2025-06-14 00:00:00,"wound is smooth with a tip, no extension",10.0,middle,7.0,yes,2025-06-19 00:00:00
a. pulchra,a,114.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,d,204.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,c,279.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,a,199.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,d,232.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,c,267.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,a,137.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,chlorophyll sample with branch,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,d,217.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,"weird grey tip, tip with branch",10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,c,253.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,a,196.0,gene ,no,12.0,28.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,d,202.0,gene ,no,12.0,28.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,c,275.0,gene ,no,12.0,28.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,a,142.0,gene ,no,4.0,31.0,2025-06-14 00:00:00,paling,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,d,230.0,gene ,no,4.0,31.0,2025-06-14 00:00:00,"paling, wound with branch",10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,c,293.0,gene ,no,4.0,31.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,a,180.0,gene ,no,5.0,31.0,2025-06-14 00:00:00,paling,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,d,233.0,gene ,no,5.0,31.0,2025-06-14 00:00:00,paling,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,c,277.0,gene ,no,5.0,31.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,a,158.0,gene ,no,10.0,31.0,2025-06-14 00:00:00,paling,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,d,205.0,gene ,no,10.0,31.0,2025-06-14 00:00:00,paling,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,c,286.0,gene ,no,10.0,31.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,a,207.0,gene ,no,11.0,31.0,2025-06-14 00:00:00,paling,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,d,225.0,gene ,no,11.0,31.0,2025-06-14 00:00:00,paling,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,c,299.0,gene ,no,11.0,31.0,2025-06-14 00:00:00,NA,10.0,tip,6.0,yes,2025-06-19 00:00:00
a. pulchra,a,114.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,d,204.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,c,279.0,gene ,no,3.0,28.0,2025-06-14 00:00:00,NA,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,a,191.0,gene ,yes,3.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,d,258.0,gene ,yes,3.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,c,291.0,gene ,yes,3.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,a,199.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,d,232.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,c,267.0,gene ,no,6.0,28.0,2025-06-14 00:00:00,NA,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,a,135.0,gene ,yes,6.0,28.0,2025-06-14 00:00:00,wound is smooth and tip exists but without extension,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,d,248.0,gene ,yes,6.0,28.0,2025-06-14 00:00:00,tip with extension,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,c,292.0,gene ,yes,6.0,28.0,2025-06-14 00:00:00,tip has extension,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,a,137.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,chlorophyll sample with branch,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,d,217.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,"weird grey tip, tip with branch",10.0,wound,6 or 7,yes,2025-06-19 00:00:00
a. pulchra,c,253.0,gene ,no,9.0,28.0,2025-06-14 00:00:00,NA,10.0,wound,6 or 7,yes,2025-06-19 00:00:00
